sender_account,amount,sender_country,description,id,timestamp,currency,receiver_account,receiver_country
SE8902NUWT16017828621340,26852.91,Sweden,Gift to family member,2867,2025-02-02 07:55:00,SEK,SE8902IQAS41209315371860,Sweden
SE8902KLNQ25617997709976,40409.44,Sweden,Rent transfer,2868,2025-01-02 06:02:00,SEK,SE8902SVVA72606563438599,Sweden
SE8902DBWG37143242474670,35391.82,Sweden,Salary payment,2869,2025-02-22 03:19:00,SEK,SE8902YLGE04073464233597,Sweden
SE8902BSOB17404569244252,25574.05,Sweden,Freelance project payment,2870,2025-04-15 14:46:00,SEK,SE8902XZAS22158117574887,Sweden
SE8902XVJQ62588665096343,23880.18,Sweden,Payment for invoice #7627,2871,2025-01-16 01:56:00,SEK,SE8902DTWL15581241936252,Sweden
SE8902AZMF62874749728667,5876.90,Sweden,Consulting fee,2872,2025-04-25 03:53:00,SEK,SE8902CZMN06754312018557,Sweden
SE8902RWQU01903466709841,11840.27,Sweden,Utility bill,2873,2025-02-15 11:30:00,SEK,SE8902YULJ56180665771621,Sweden
SE8902BRZE40142159892187,40243.21,Sweden,Insurance payout,2874,2026-01-09 23:13:00,SEK,SE8902WATX62152063702344,Sweden
SE8902IDDI95912852862700,31918.27,Sweden,Insurance payout,2875,2025-04-25 00:21:00,SEK,SE8902WCIT71011280885223,Sweden
SE8902EDDF98370611345966,23126.88,Sweden,Unknown,2876,2025-01-09 15:54:00,SEK,SE8902OGIL87909531470185,Sweden
SE8902UZYG74951512780315,29159.78,Sweden,Gift to family member,2877,2025-02-07 08:21:00,SEK,SE8902GBGP44172108348620,Sweden
SE8902QBFU77974903239810,21275.10,Sweden,Freelance project payment,2878,2025-04-07 16:10:00,SEK,SE8902FLMA18768060331290,Sweden
SE8902GGVM41036620748091,28147.28,Sweden,Reimbursement for travel,2879,2025-05-04 02:52:00,SEK,SE8902YEDJ01205803951858,Sweden
SE8902KDEZ48747876485385,35581.84,Sweden,Subscription fee,2880,2025-01-18 01:15:00,SEK,SE8902FGIY23117081354016,Sweden
SE8902SNNM24012074185591,42901.77,Sweden,Reimbursement for travel,2881,2025-03-01 22:59:00,SEK,SE8902OGIR23428207822800,Sweden
SE8902QQEM64469622591152,29761.52,Sweden,Loan repayment,2882,2025-03-23 19:27:00,SEK,SE8902NBJB19095650975525,Sweden
SE8902LHWV91263359767569,12974.24,Sweden,Freelance project payment,2883,2025-01-11 09:07:00,SEK,SE8902SJTM65462604716724,Sweden
SE8902XMSF03346539893576,22623.70,Sweden,Unknown,2884,2025-01-21 13:38:00,SEK,SE8902QUFJ50463670043368,Sweden
SE8902NQVT00867426002134,40196.45,Sweden,Consulting fee,2885,2025-04-27 13:19:00,SEK,SE8902NHEC01255630352421,Sweden
SE8902SRLL43477163490964,2002.19,Sweden,Unknown,2886,2025-03-08 03:07:00,SEK,SE8902WJRN19883673497555,Sweden
SE8902GUKI33865782482701,47788.25,Sweden,Mobile recharge,2887,2025-02-15 02:04:00,SEK,SE8902EJYN15169896233918,Sweden
SE8902AZOB63571733972059,30277.62,Sweden,Subscription fee,2888,2025-02-27 21:05:00,SEK,SE8902WATX62152063702344,Sweden
SE8902NBPA53790596412090,41398.34,Sweden,Reimbursement for travel,2889,2025-03-12 00:06:00,SEK,SE8902TTCV22659277900658,Sweden
SE8902QLUT99208994499946,44081.35,Sweden,Consulting fee,2890,2025-02-12 16:30:00,SEK,SE8902ATDH36917846037146,Sweden
SE8902URSV28669190464010,29382.74,Sweden,Gift to family member,2891,2025-02-05 23:34:00,SEK,SE8902FPGB53740832393246,Sweden
SE8902ZWKS28095257338274,19738.16,Sweden,Gift to family member,2892,2025-04-05 13:56:00,SEK,SE8902XFYN40331665173936,Sweden
SE8902PSRJ65756431691707,4212.80,Sweden,Insurance payout,2893,2025-03-30 10:41:00,SEK,SE8902JXNJ08943900596647,Sweden
SE8902XJXO24323243710044,42241.24,Sweden,Freelance project payment,2894,2025-04-13 04:26:00,SEK,SE8902MCRF20072685039505,Sweden
SE8902RCJB06422384154874,48469.46,Sweden,Consulting fee,2895,2025-02-03 05:59:00,SEK,SE8902VXBW13958908779060,Sweden
SE8902FUJI48043244293392,8119.53,Sweden,Subscription fee,2896,2025-02-02 08:34:00,SEK,SE8902FHHP30665400671103,Sweden
SE8902GJPJ21866669764448,21858.08,Sweden,Insurance payout,2897,2025-03-13 03:02:00,SEK,SE8902VVUL13283946661384,Sweden
SE8902MISM30510735597086,14737.29,Sweden,Mobile recharge,2898,2025-03-25 08:36:00,SEK,SE8902AXQM18280403499014,Sweden
SE8902IIVG09252145366202,36940.36,Sweden,Utility bill,2899,2025-05-18 03:09:00,SEK,SE8902YOEW30639718787528,Sweden
SE8902NBPA53790596412090,26180.73,Sweden,Salary payment,2900,2025-04-28 21:57:00,SEK,SE8902JFQL02168511886094,Sweden
SE8902RCRK00671714230376,27299.98,Sweden,Payment for invoice #3327,2901,2025-05-04 16:48:00,SEK,SE8902XPRV76493567899496,Sweden
SE8902LARY75915594710859,29820.42,Sweden,Salary payment,2902,2025-01-11 06:20:00,SEK,SE8902YPLL97549313922893,Sweden
SE8902YVWX44120455116841,32507.92,Sweden,Unknown,2903,2025-03-16 07:56:00,SEK,SE8902HFSR53083572903940,Sweden
SE8902REOE84824920257605,11153.83,Sweden,Salary payment,2904,2025-05-09 00:12:00,SEK,SE8902FKHS98022985303829,Sweden
SE8902RCJB06422384154874,46048.06,Sweden,Insurance payout,2905,2025-03-10 06:15:00,SEK,SE8902HCFQ50732586147290,Sweden
SE8902SVEX40095531093926,21108.17,Sweden,Utility bill,2906,2025-02-24 15:57:00,SEK,SE8902IAZC69283036911026,Sweden
SE8902MCEV93618355713025,11466.64,Sweden,Subscription fee,2907,2025-01-25 17:35:00,SEK,SE8902UPMV66415672183575,Sweden
SE8902IFOG47846578093385,25842.40,Sweden,Salary payment,2908,2025-01-26 10:22:00,SEK,SE8902YLGE04073464233597,Sweden
SE8902YIXR29588609244770,22241.81,Sweden,Mobile recharge,2909,2025-03-15 16:10:00,SEK,SE8902WZTY78877140572268,Sweden
SE8902TVFH53282057943154,48730.56,Sweden,Salary payment,2910,2025-02-11 06:24:00,SEK,SE8902XZSQ43469647161652,Sweden
SE8902XNTB41827621868449,45288.99,Sweden,Rent transfer,2911,2025-05-12 03:30:00,SEK,SE8902GYZA91851265600454,Sweden
SE8902GUBN02340962282734,27309.49,Sweden,Rent transfer,2912,2025-03-01 18:42:00,SEK,SE8902KDEZ48747876485385,Sweden
SE8902ARZK76217160045547,13565.82,Sweden,Online purchase,2913,2025-04-02 04:27:00,SEK,SE8902XHDH97099673211691,Sweden
SE8902NRAS31362495279847,47707.67,Sweden,Mobile recharge,2914,2025-03-21 00:38:00,SEK,SE8902CHPG90425118808478,Sweden
SE8902RCMP67198715313709,46260.19,Sweden,Gift to family member,2915,2025-02-17 15:58:00,SEK,SE8902SAUK38756106548184,Sweden
SE8902PMAG08583189181534,7491.32,Sweden,Freelance project payment,2916,2025-03-03 21:32:00,SEK,SE8902VBBU70773188294633,Sweden
SE8902FQLC01698765585803,37502.56,Sweden,Freelance project payment,2917,2025-02-24 11:26:00,SEK,SE8902SPLV55493875690484,Sweden
SE8902UYWH41914146129072,37325.58,Sweden,Freelance project payment,2918,2025-04-19 01:36:00,SEK,SE8902NIFB25528008124700,Sweden
SE8902DRXY50176432565193,19733.91,Sweden,Subscription fee,2919,2025-02-26 09:34:00,SEK,SE8902NFJG83208273691327,Sweden
SE8902EMIT82352727650511,46649.03,Sweden,Payment for invoice #3440,2920,2025-01-13 14:30:00,SEK,SE8902EJYN15169896233918,Sweden
SE8902GBSN65881879746261,34378.92,Sweden,Subscription fee,2921,2025-02-14 04:47:00,SEK,SE8902LTEB55772338700469,Sweden
SE8902YHPG83168569237782,16619.06,Sweden,Unknown,2922,2025-04-07 10:21:00,SEK,SE8902RBPQ42858370864616,Sweden
SE8902QVRD43136737091818,14110.36,Sweden,Utility bill,2923,2026-02-27 17:10:00,SEK,SE8902TBKW34062991571482,Sweden
SE8902EJYN15169896233918,41884.06,Sweden,Online purchase,2924,2025-03-19 02:28:00,SEK,SE8902YCMH62501138405727,Sweden
SE8902AMRJ75051497335013,47236.19,Sweden,Mobile recharge,2925,2025-02-26 07:02:00,SEK,SE8902UZBS49516417731818,Sweden
SE8902UUTG33531545423098,9273.77,Sweden,Online purchase,2926,2025-02-27 12:20:00,SEK,SE8902HCFQ50732586147290,Sweden
SE8902PGCD42349227810447,17659.04,Sweden,Rent transfer,2927,2025-03-12 10:58:00,SEK,SE8902IPMR06918676283049,Sweden
SE8902IQAS41209315371860,31411.92,Sweden,Consulting fee,2928,2025-05-11 07:06:00,SEK,SE8902QCUD22504040792723,Sweden
SE8902NPMZ64718534936104,33873.57,Sweden,Tax refund,2929,2025-01-02 05:34:00,SEK,SE8902HXLB10149156679316,Sweden
SE8902XBIN60287954526260,38708.88,Sweden,Mobile recharge,2930,2025-02-19 23:10:00,SEK,SE8902QQEM64469622591152,Sweden
SE8902CGGR69488718084568,42574.04,Sweden,Reimbursement for travel,2931,2025-03-03 10:57:00,SEK,SE8902QSEZ62900642158291,Sweden
SE8902UOQA63786044169527,25970.71,Sweden,Mobile recharge,2932,2025-01-09 18:33:00,SEK,SE8902BADO65968898453667,Sweden
SE8902UZBS49516417731818,13031.08,Sweden,Loan repayment,2933,2025-05-16 05:30:00,SEK,SE8902OUGZ49389646387563,Sweden
SE8902OKBP25586865512985,16092.75,Sweden,Loan repayment,2934,2025-02-10 22:06:00,SEK,SE8902NRAS31362495279847,Sweden
SE8902XARR24637715791113,37998.96,Sweden,Reimbursement for travel,2935,2025-02-10 20:35:00,SEK,SE8902MURT68729362533248,Sweden
SE8902CZMN06754312018557,25800.51,Sweden,Freelance project payment,2936,2025-04-27 10:01:00,SEK,SE8902GNES50129557296591,Sweden
SE8902MISM30510735597086,40491.35,Sweden,Salary payment,2937,2025-02-19 10:11:00,SEK,SE8902YARE38911515845364,Sweden
SE8902FKHS98022985303829,31486.84,Sweden,Reimbursement for travel,2938,2025-02-03 18:08:00,SEK,SE8902FGIY23117081354016,Sweden
SE8902IPMR06918676283049,6016.52,Sweden,Mobile recharge,2939,2025-04-06 09:04:00,SEK,SE8902VPUM81969837191902,Sweden
SE8902SEYF48760878274175,35515.30,Sweden,Consulting fee,2940,2025-04-07 14:42:00,SEK,SE8902WRRU80784544437204,Sweden
SE8902FGIY23117081354016,25375.52,Sweden,Rent transfer,2941,2025-02-20 15:31:00,SEK,SE8902VPUI15502095985231,Sweden
SE8902NDNE36671961231780,3649.51,Sweden,Rent transfer,2942,2025-02-21 00:38:00,SEK,SE8902VTXY24068790036789,Sweden
SE8902RZVW68005461246316,5091.39,Sweden,Tax refund,2943,2025-03-30 13:49:00,SEK,SE8902UNVY51069080799808,Sweden
SE8902MERM08934535145689,29200.96,Sweden,Unknown,2944,2025-05-01 01:02:00,SEK,SE8902XXCG81260198384509,Sweden
SE8902EJYN15169896233918,31934.55,Sweden,Loan repayment,2945,2025-04-14 08:40:00,SEK,SE8902NFJG83208273691327,Sweden
SE8902WPAU97779463181066,36636.33,Sweden,Subscription fee,2946,2025-04-07 15:49:00,SEK,SE8902JWPZ44810854846338,Sweden
SE8902YIXR29588609244770,8482.93,Sweden,Rent transfer,2947,2025-04-04 22:07:00,SEK,SE8902ZJVA11817265425330,Sweden
SE8902FFCY95333401231837,1298.73,Sweden,Insurance payout,2948,2025-01-02 14:28:00,SEK,SE8902TRFM79815586179217,Sweden
SE8902XZSQ43469647161652,5216.17,Sweden,Reimbursement for travel,2949,2025-03-27 05:05:00,SEK,SE8902QQEM64469622591152,Sweden
SE8902IGKY05275707479128,25611.18,Sweden,Rent transfer,2950,2025-05-16 20:58:00,SEK,SE8902ZMIE92280783818806,Sweden
SE8902OLYJ75119346245205,4000.15,Sweden,Online purchase,2951,2025-01-11 06:26:00,SEK,SE8902NZPO70353430427963,Sweden
SE8902ASEU46374988626527,48022.22,Sweden,Consulting fee,2952,2025-05-10 15:32:00,SEK,SE8902GVKT62124718311587,Sweden
SE8902AVQC54172602808950,25847.29,Sweden,Rent transfer,2953,2025-02-17 00:34:00,SEK,SE8902NWBH42139231276122,Sweden
SE8902EBQG46394645816502,5931.48,Sweden,Freelance project payment,2954,2025-05-12 21:39:00,SEK,SE8902FPRI18674591891178,Sweden
SE8902BIRC46206283725522,32981.33,Sweden,Utility bill,2955,2025-03-02 04:50:00,SEK,SE8902IAZC69283036911026,Sweden
SE8902LWGY12400441776877,30993.53,Sweden,Utility bill,2956,2025-01-20 16:15:00,SEK,SE8902EHTU59069815598850,Sweden
SE8902DFIF62619409849709,29677.69,Sweden,Insurance payout,2957,2025-01-09 03:46:00,SEK,SE8902BADP38378986803145,Sweden
SE8902HMCZ09136061205337,6738.54,Sweden,Gift to family member,2958,2025-01-08 07:42:00,SEK,SE8902XYRM52103884724966,Sweden
SE8902QYSY81014676327000,27425.93,Sweden,Rent transfer,2959,2025-01-06 12:35:00,SEK,SE8902ENZW25848870664611,Sweden
SE8902ANWR22887008474492,6493.57,Sweden,Rent transfer,2960,2025-03-01 05:25:00,SEK,SE8902XMAM56827677889061,Sweden
SE8902WATX62152063702344,24153.53,Sweden,Gift to family member,2961,2025-02-24 07:30:00,SEK,SE8902LDPN73303918695424,Sweden
SE8902XWUV40935991476872,37524.63,Sweden,Gift to family member,2962,2025-02-14 08:03:00,SEK,SE8902ZKUQ38316655030762,Sweden
SE8902AJRJ35802643947946,1769.93,Sweden,Mobile recharge,2963,2025-03-24 08:07:00,SEK,SE8902KVOL90407760349687,Sweden
SE8902PLTU47854504283727,12180.52,Sweden,Reimbursement for travel,2964,2025-05-01 09:21:00,SEK,SE8902OVSC20334070794606,Sweden
SE8902WQDY35666811304216,13974.84,Sweden,Subscription fee,2965,2025-02-10 08:37:00,SEK,SE8902ARZK76217160045547,Sweden
SE8902LUYC21483942556730,36398.46,Sweden,Reimbursement for travel,2966,2025-02-05 07:56:00,SEK,SE8902IFAT25470340151750,Sweden
SE8902YUYG10929263320035,42495.55,Sweden,Rent transfer,2967,2025-03-08 08:39:00,SEK,SE8902EZER13441070597944,Sweden
SE8902WJDM26526890895791,5294.84,Sweden,Mobile recharge,2968,2025-04-18 14:10:00,SEK,SE8902MJIL81207705272655,Sweden
SE8902OIOG12978777374762,34347.33,Sweden,Online purchase,2969,2025-01-06 12:34:00,SEK,SE8902LYWY52207782370009,Sweden
SE8902RENF20626970972224,38173.66,Sweden,Payment for invoice #8399,2970,2025-05-17 02:47:00,SEK,SE8902SIKL89762687070372,Sweden
SE8902MZQD36471607948390,30892.62,Sweden,Payment for invoice #5819,2971,2025-02-12 08:05:00,SEK,SE8902MQKC26955141529313,Sweden
SE8902WWPN36583068524999,14884.80,Sweden,Freelance project payment,2972,2025-03-11 07:31:00,SEK,SE8902VEMX25234923276716,Sweden
SE8902NCHQ05383241398951,6434.05,Sweden,Salary payment,2973,2025-04-01 21:50:00,SEK,SE8902YERF08265652105112,Sweden
SE8902DBWG37143242474670,27674.65,Sweden,Loan repayment,2974,2025-02-15 18:05:00,SEK,SE8902IXLN09147641003463,Sweden
SE8902FEOU83301563734443,32512.31,Sweden,Tax refund,2975,2025-02-23 12:39:00,SEK,SE8902EBWI20739935052200,Sweden
SE8902FAAO97542766702624,48851.16,Sweden,Tax refund,2976,2025-03-12 19:33:00,SEK,SE8902APMC92937900903172,Sweden
SE8902OSQP10294973862487,44103.25,Sweden,Unknown,2977,2025-05-01 13:50:00,SEK,SE8902WRAH16184147348462,Sweden
SE8902RPNT79114466986103,12584.45,Sweden,Unknown,2978,2025-01-24 03:59:00,SEK,SE8902UJGR36411837401781,Sweden
SE8902YANL80406594542262,27936.39,Sweden,Freelance project payment,2979,2025-04-21 20:43:00,SEK,SE8902VPUI15502095985231,Sweden
SE8902XVJQ62588665096343,5238.46,Sweden,Utility bill,2980,2023-12-22 09:24:00,SEK,SE8902EDII68114485236045,Sweden
SE8902ZGLL07430315277968,12318.40,Sweden,Mobile recharge,2981,2025-03-15 12:26:00,SEK,SE8902DGXX88147139459340,Sweden
SE8902LJOL22570334014589,20191.11,Sweden,Reimbursement for travel,2982,2025-04-17 19:48:00,SEK,SE8902UYWH41914146129072,Sweden
SE8902RASX95864855242605,29814.42,Sweden,Subscription fee,2983,2025-03-28 19:26:00,SEK,SE8902SNNM24012074185591,Sweden
SE8902FKXG94756014478535,15431.51,Sweden,Gift to family member,2984,2025-02-07 15:14:00,SEK,SE8902IEHG40560196591529,Sweden
SE8902KSGB25510595835295,7469.83,Sweden,Reimbursement for travel,2985,2025-02-04 18:05:00,SEK,SE8902FCJT75375914520219,Sweden
SE8902AAOA59642017060227,32614.81,Sweden,Unknown,2986,2025-03-30 12:50:00,SEK,SE8902NWBH42139231276122,Sweden
SE8902SSZA54290319483676,29865.39,Sweden,Payment for invoice #8103,2987,2025-04-15 20:21:00,SEK,SE8902FLMA18768060331290,Sweden
SE8902JFQL02168511886094,49927.48,Sweden,Subscription fee,2988,2025-04-08 23:10:00,SEK,SE8902TCIS05326189768955,Sweden
SE8902POUN96279557917869,12281.41,Sweden,Subscription fee,2989,2025-03-07 17:32:00,SEK,SE8902NOMU53996442028881,Sweden
SE8902OEUK98732816702347,32826.51,Sweden,Subscription fee,2990,2025-04-08 01:22:00,SEK,SE8902ZBRA01455414601958,Sweden
SE8902LXEY88372509516456,22959.16,Sweden,Online purchase,2991,2025-04-27 20:38:00,SEK,SE8902TKZA24932488770695,Sweden
SE8902LUTP25647153659821,22092.65,Sweden,Insurance payout,2992,2025-02-25 12:33:00,SEK,SE8902LACW59549122762926,Sweden
SE8902GUBN02340962282734,26985.23,Sweden,Subscription fee,2993,2025-01-10 13:14:00,SEK,SE8902LFCU74107203362240,Sweden
SE8902IEHG40560196591529,28707.62,Sweden,Subscription fee,2994,2026-01-11 12:23:00,SEK,SE8902QASC32307460643773,Sweden
SE8902NLPV05101680537537,37443.53,Sweden,Rent transfer,2995,2025-03-22 21:32:00,SEK,SE8902XCIR72675281902466,Sweden
SE8902OWWY66208651137307,29279.48,Sweden,Reimbursement for travel,2996,2025-03-07 17:16:00,SEK,SE8902BXQI23685027971551,Sweden
SE8902XZSQ43469647161652,47396.73,Sweden,Salary payment,2997,2025-02-09 18:19:00,SEK,SE8902KCJU30225323097413,Sweden
SE8902IEHG40560196591529,1629.11,Sweden,Unknown,2998,2025-03-16 22:50:00,SEK,SE8902PLTU47854504283727,Sweden
SE8902HWHC81157429988113,42137.71,Sweden,Unknown,3230,2025-02-13 22:27:00,SEK,SE8902QJYU26909657286044,Sweden
SE8902BOXY64871872720401,38723.12,Sweden,Subscription fee,2999,2025-05-09 22:59:00,SEK,SE8902DOSN50610060091936,Sweden
SE8902FOBI10005828618756,34119.33,Sweden,Payment for invoice #7988,3000,2025-02-04 17:15:00,SEK,SE8902ASTS23624054451805,Sweden
SE8902BXJC93392072105707,48488.71,Sweden,Unknown,3001,2025-01-27 10:26:00,SEK,SE8902IMDH11855815032434,Sweden
SE8902QJSX02120298481356,41402.18,Sweden,Gift to family member,3002,2025-03-18 01:47:00,SEK,SE8902ENZW25848870664611,Sweden
SE8902VCAD18253035606269,1517.39,Sweden,Subscription fee,3003,2025-03-01 08:49:00,SEK,SE8902AVQC54172602808950,Sweden
SE8902QJYU26909657286044,12867.53,Sweden,Consulting fee,3004,2025-01-03 22:46:00,SEK,SE8902SAUK38756106548184,Sweden
SE8902LQPT91446488103734,36846.65,Sweden,Freelance project payment,3005,2025-03-15 19:39:00,SEK,SE8902PZDL59107473276443,Sweden
SE8902DTWL15581241936252,22994.83,Sweden,Loan repayment,3006,2025-01-12 09:30:00,SEK,SE8902QVRD43136737091818,Sweden
SE8902TMVQ62559128130402,41912.93,Sweden,Gift to family member,3007,2025-04-04 02:20:00,SEK,SE8902NILS51480673047457,Sweden
SE8902DORF63489542240166,49950.86,Sweden,Tax refund,3008,2025-01-26 12:14:00,SEK,SE8902SSZA54290319483676,Sweden
SE8902AHVW14609154839055,11449.41,Sweden,Reimbursement for travel,3009,2025-03-03 17:12:00,SEK,SE8902MAVP99765805035027,Sweden
SE8902FTIV24633690574571,41165.54,Sweden,Loan repayment,3010,2025-04-26 01:40:00,SEK,SE8902MMNV35784660404948,Sweden
SE8902XPRV76493567899496,49944.57,Sweden,Unknown,3011,2025-03-23 01:15:00,SEK,SE8902KQTT53706765844553,Sweden
SE8902CWGG49250440286257,8348.42,Sweden,Reimbursement for travel,3012,2025-01-16 09:20:00,SEK,SE8902DDDT67161166312580,Sweden
SE8902EHTU59069815598850,42990.36,Sweden,Freelance project payment,3013,2025-02-26 08:30:00,SEK,SE8902ARZK76217160045547,Sweden
SE8902ZUBS27912610124575,8042.73,Sweden,Rent transfer,3014,2025-01-26 20:57:00,SEK,SE8902OETG93189334327881,Sweden
SE8902KWGC09517167288801,28659.43,Sweden,Online purchase,3015,2025-04-17 23:14:00,SEK,SE8902AORR62231578413137,Sweden
SE8902PEMO00496019465141,34364.13,Sweden,Rent transfer,3016,2025-04-18 16:32:00,SEK,SE8902LHWV91263359767569,Sweden
SE8902YFUG89397049014204,45792.75,Sweden,Unknown,3017,2025-02-13 03:53:00,SEK,SE8902KFFK50136015318581,Sweden
SE8902TUHD34770837374560,11819.60,Sweden,Online purchase,3018,2025-02-13 20:14:00,SEK,SE8902LWGY12400441776877,Sweden
SE8902XGBQ65373440284962,2142.48,Sweden,Rent transfer,3019,2025-04-04 23:24:00,SEK,SE8902IGPY15346785802644,Sweden
SE8902ZQQX91042131747326,46580.24,Sweden,Subscription fee,3020,2025-02-13 19:34:00,SEK,SE8902KLVA35234334264887,Sweden
SE8902DNVY67349092911659,17952.95,Sweden,Salary payment,3021,2025-01-29 11:47:00,SEK,SE8902JWGD74194436561021,Sweden
SE8902GORN68994003453353,2465.91,Sweden,Tax refund,3022,2025-03-12 01:32:00,SEK,SE8902AHHW25831609187762,Sweden
SE8902YRJE25577068372391,9758.70,Sweden,Reimbursement for travel,3023,2025-03-06 22:48:00,SEK,SE8902GQAD77323256759071,Sweden
SE8902XNUU38667095299418,8094.49,Sweden,Utility bill,3024,2025-04-14 21:56:00,SEK,SE8902ONZU44479921442383,Sweden
SE8902ZVUC22763571961124,14142.13,Sweden,Utility bill,3025,2025-04-25 00:16:00,SEK,SE8902BWXT39949824641151,Sweden
SE8902JUBX10521679094085,25097.64,Sweden,Tax refund,3026,2025-03-11 05:56:00,SEK,SE8902OARH91598307982968,Sweden
SE8902IACG54044232519044,29007.27,Sweden,Freelance project payment,3027,2025-03-16 02:09:00,SEK,SE8902BLNY30650799297988,Sweden
SE8902KQTT53706765844553,15008.86,Sweden,Unknown,3028,2025-05-07 00:34:00,SEK,SE8902AFOU10164539916013,Sweden
SE8902FEOU83301563734443,9529.51,Sweden,Rent transfer,3029,2025-10-16 14:55:00,SEK,SE8902TMSX38474464548691,Sweden
SE8902LUYC21483942556730,1662.03,Sweden,Consulting fee,3030,2025-03-11 15:50:00,SEK,SE8902RXQC04091454093931,Sweden
SE8902RUPP97970833512919,13493.29,Sweden,Insurance payout,3031,2025-03-13 19:10:00,SEK,SE8902EQYQ41081582080415,Sweden
SE8902WSHS28438837480311,38405.52,Sweden,Reimbursement for travel,3032,2025-02-10 02:21:00,SEK,SE8902ASTS23624054451805,Sweden
SE8902JWPZ44810854846338,28149.75,Sweden,Tax refund,3033,2025-02-28 17:29:00,SEK,SE8902BPMW61406251979814,Sweden
SE8902NRAS31362495279847,9900.52,Sweden,Unknown,3034,2025-05-16 14:35:00,SEK,SE8902CRCW34066239004922,Sweden
SE8902JIRN62314882418604,18571.25,Sweden,Reimbursement for travel,3035,2025-02-20 13:34:00,SEK,SE8902ZRZI47417483372579,Sweden
SE8902AJRJ35802643947946,30751.86,Sweden,Loan repayment,3036,2025-04-30 18:46:00,SEK,SE8902RCRK00671714230376,Sweden
SE8902WJJF53894909945600,42541.66,Sweden,Consulting fee,3037,2025-04-09 13:06:00,SEK,SE8902TZSS77431559302602,Sweden
SE8902NBJB19095650975525,40086.03,Sweden,Subscription fee,3038,2025-02-20 20:55:00,SEK,SE8902EHTP72915274751435,Sweden
SE8902VUUX56420531096812,45749.22,Sweden,Insurance payout,3039,2025-05-09 17:23:00,SEK,SE8902UXKG57479907330381,Sweden
SE8902ZJJI38537368499499,7665.02,Sweden,Rent transfer,3040,2025-01-07 23:25:00,SEK,SE8902YORA10515982490383,Sweden
SE8902YHDH55973704252760,20179.96,Sweden,Freelance project payment,3041,2025-04-15 00:14:00,SEK,SE8902LDPN73303918695424,Sweden
SE8902NRAS31362495279847,34471.67,Sweden,Online purchase,3042,2025-04-22 13:26:00,SEK,SE8902SJVO55654185313291,Sweden
SE8902ABDS01701364961907,27104.60,Sweden,Salary payment,3043,2025-02-03 11:17:00,SEK,SE8902ZWKL91581622045409,Sweden
